id,created_utc,anio,mes,sub,tipo,ticker,n_tickers,sha256_texto,reglas_v2,deepseek,mistral,claude,kimi,etiqueta_consenso,votos,etiqueta_final,fuente_etiqueta,pred_v1,pred_v2b
1nwvagz,1759486944.0,2025,10,stocks,submissions,RDDT,1,9b8b7efcb35ffe69ea2779a48e67ce3165982c1a9db02d9f2afe72d5599537ff,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
1igxnsa,1738611110.0,2025,2,wallstreetbets,submissions,BYND,1,a1c204bcfd8735bd71bf9ba8f4e0a7d9fffa14f4888cce070135891322f084fe,compra,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
nh4ovs0,1759290997.0,2025,10,wallstreetbets,comments,META,1,7207dd2533a7d983d5789589633a30efe34b3d675049d5f403af5aa448618fa8,compra,compra,compra,compra,neutral,compra,3.0,compra,mayoria_3de4,compra,compra
1ifyspb,1738507810.0,2025,2,wallstreetbets,submissions,MSTR,1,aace74b8a13e02b3ce74eeac998eeec4c56785ce40cd4d2773b82ba80967b6a1,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
maf34pi,1738435725.0,2025,2,stocks,comments,RDDT,1,6c210f1bb7d0d95e387cd228c56121a7e69210cab409dfa3b49af0628977e21b,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
1nv9x88,1759329363.0,2025,10,wallstreetbets,submissions,META,1,78271ce4136eaa005fd8a3b139d2804429e63b69b250ff557d2571b3b97c22cf,compra,venta,compra,compra,compra,compra,3.0,compra,mayoria_3de4,compra,venta
maahw5h,1738368408.0,2025,2,wallstreetbets,comments,AMZN,1,1cece31087c96b5f9a0bdbbcb8d422e773bbc6b931941a3a2e8827f6d8b34f7b,compra,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
mafpp28,1738442578.0,2025,2,stocks,comments,AMD,1,ba7ce07ddd06d89fdf95d957e330ea6159430ebe611f601e8984397b7094347d,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
maczruy,1738409117.0,2025,2,stocks,comments,AMZN,2,c971b1efc8a1111dd5aa4b0cbb04564545ff4b5406fa5d0d7c5ba66234ad86b5,compra,neutral,compra,neutral,neutral,neutral,3.0,neutral,mayoria_3de4,neutral,compra
1igojsb,1738587737.0,2025,2,wallstreetbets,submissions,DJT,1,15d48e559d50d0cbc4467830df81ac46a462311e90d319156b9c8cc40caa54c9,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
1o0k9pq,1759855989.0,2025,10,stocks,submissions,AMD,1,83e832fbde159aba7ac20b6f87928f0d79fa73de1395e5c64a164c9d34930977,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
1ij58zs,1738856004.0,2025,2,stocks,submissions,AMZN,1,e6c447eed8841ca86dc77bda65654d7f40f2daa370225e50bae88aebd79a3f7b,compra,venta,venta,neutral,neutral,venta,2.0,neutral,pedro_adjudicacion,neutral,neutral
maat70a,1738372156.0,2025,2,wallstreetbets,comments,NVDA,1,a3af0a211054c6581235ea7674fa6b9a321fb7634fbf94e2728953b26219bff2,compra,neutral,neutral,neutral,compra,neutral,3.0,neutral,mayoria_3de4,compra,compra
nh9e6ff,1759354804.0,2025,10,stocks,comments,RDDT,1,d1446d6d40f55396b726d494e23b25f34529f5099b4148ee16b249ba6d0d9cfe,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
1ihsmjs,1738703470.0,2025,2,stocks,submissions,NVDA,1,46d65bdd8e0617cb86167fb10c9743462581360c118359b9fa8d1b74fcf56c49,compra,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
1nwnu91,1759460112.0,2025,10,wallstreetbets,submissions,HOOD,1,bb255afa781a4c1c844c5b84410518e9b10f07ef9efd8d8be2f51c01ccbe92fd,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
1ih1fph,1738620230.0,2025,2,wallstreetbets,submissions,PLTR,1,9d3b5714679edb51df27afff5fb1aafc1cb4f128d9b5381c270a430d7519b98b,compra,compra,neutral,neutral,compra,compra,2.0,compra,pedro_adjudicacion,neutral,compra
1ignm61,1738584527.0,2025,2,stocks,submissions,NVDA,1,436b037066e42d62c3faca2d42e83cc15ed45c97bc92652fbbb58b976d8535a0,compra,neutral,compra,neutral,neutral,neutral,3.0,neutral,mayoria_3de4,compra,neutral
1ih2waz,1738623878.0,2025,2,wallstreetbets,submissions,MSTR,1,80c8b265beaf0dd33dd2c9ecd7b67c0c8c9edd00ca98160548128356d0989770,neutral,neutral,compra,compra,compra,compra,3.0,compra,mayoria_3de4,compra,compra
mab6106,1738376611.0,2025,2,wallstreetbets,comments,NVDA,1,a7b8f43f21da93bcc8815f64a5650deb1376b03627ed5721ae0cbbccd4108ec4,neutral,compra,neutral,compra,compra,compra,3.0,compra,mayoria_3de4,compra,compra
nh4lhcl,1759289555.0,2025,10,stocks,comments,HOOD,1,08259a66428fcf7358e12d6129412381b3eec333e8a5ad4201dcad0197cd63c1,neutral,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
nh48d3d,1759284408.0,2025,10,wallstreetbets,comments,ASTS,1,f2f5431a9be2eaff60d183c9f386a049527fa61577487eb14ac5f620b10de160,neutral,neutral,compra,compra,neutral,neutral,2.0,neutral,pedro_adjudicacion,compra,neutral
1o11ivi,1759899478.0,2025,10,stocks,submissions,AMD,1,57f46fdd71b34ef1e2b68cdd50cbf0f7aafc5ccd7064815dd936838b3665bf9c,neutral,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
1igtg9q,1738601049.0,2025,2,wallstreetbets,submissions,WMT,1,9aace98b51351f8c94365419339743498e11e36b93c435a4b24f1332143aabe2,neutral,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
maal0zc,1738369433.0,2025,2,wallstreetbets,comments,NVDA,1,2da9cc22d6b1301920fe7c6f668b790cc9c8897d17ee4aa467117bf3c0c8927d,neutral,venta,neutral,neutral,compra,neutral,2.0,neutral,pedro_adjudicacion,venta,venta
mabplns,1738384018.0,2025,2,stocks,comments,RDDT,2,c60c2f545f71306ecf03b7b026a926d9e7d4888b4c649321d746b6bc591fb2b4,neutral,neutral,compra,neutral,neutral,neutral,3.0,neutral,mayoria_3de4,venta,venta
nh4m37k,1759289814.0,2025,10,wallstreetbets,comments,INTC,2,f8e4b13ac7de31d05b6686bd2eff6508baa34587e45e0c7e7203ad43b9d973a3,neutral,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
1nziccu,1759755493.0,2025,10,wallstreetbets,submissions,AMD,1,772099c0accf9a74c49f4a4f701920c91a554e483f73ab277c23f3b144f7fcae,neutral,venta,venta,neutral,neutral,venta,2.0,venta,pedro_adjudicacion,venta,compra
1nzic7j,1759755482.0,2025,10,wallstreetbets,submissions,AMD,1,7822ce6971f1d9f5daa68b6684100ef9a79b6b2da68aba9709a1622e944bc7f2,neutral,neutral,compra,compra,neutral,neutral,2.0,neutral,pedro_adjudicacion,compra,compra
nh6n1hv,1759325926.0,2025,10,stocks,comments,META,1,2dcce2e58603d83bd5910d693b9fc3e74852700a7f728d86d5f0cacd46acc2aa,neutral,venta,venta,venta,neutral,venta,3.0,venta,mayoria_3de4,venta,venta
mabrzf5,1738385041.0,2025,2,stocks,comments,NVDA,1,f2da413b742caca8ff21a056cc5285a534fd1a07f315b3659074a7ba120a3ab1,neutral,neutral,venta,neutral,compra,neutral,2.0,venta,pedro_adjudicacion,venta,venta
nhald3c,1759369861.0,2025,10,stocks,comments,AMD,1,8d3ce7908b28017244399e55289b09573afcd82d6d1a86dab64facdaead75b9b,neutral,neutral,compra,neutral,neutral,neutral,3.0,neutral,mayoria_3de4,neutral,neutral
mabdh8n,1738379273.0,2025,2,wallstreetbets,comments,AMD,2,249a5faca798cc9fdb9ba305c5a2e5f1cd4e275505a23811ffbe50c1af9eccb1,neutral,compra,neutral,compra,compra,compra,3.0,compra,mayoria_3de4,compra,compra
1igunbq,1738603920.0,2025,2,wallstreetbets,submissions,PLTR,1,4672de8dabfb6385e57feb9f55e03c1a301899599459f964c21d6be1e0e3e2ee,neutral,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
1ihmhbl,1738688533.0,2025,2,stocks,submissions,RDDT,1,9ef127815f5965be56e34af1d2db05d12612ea008af60e62f8d2bdf4d04c27ae,neutral,compra,compra,compra,neutral,compra,3.0,compra,mayoria_3de4,compra,compra
mab1kq5,1738375047.0,2025,2,wallstreetbets,comments,NVDA,1,ad7b8e31091c195e0784383a75a39e0020c763ea21ac734da5d0f3648a2eea41,neutral,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,venta
maefxqh,1738428864.0,2025,2,stocks,comments,TSLA,1,2873d179c647adfab87f34d9effbad59103a1d568363c9122634135b6362de7b,neutral,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,venta,venta
1iixryb,1738829897.0,2025,2,stocks,submissions,MSFT,1,fd026a47e03b28127dd722856e989d50e3ee5479806d862499e4a66f972d32d3,neutral,neutral,compra,compra,compra,compra,3.0,compra,mayoria_3de4,neutral,neutral
nh7guib,1759334793.0,2025,10,stocks,comments,NVDA,1,2b654921d840cf79116a4ba841a88809e6905c47ac9945a6b38ae1f8b6783435,neutral,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
nh533ab,1759298079.0,2025,10,wallstreetbets,comments,GOOG,1,c678a4f76e94031fa4c01c98ed7333dd70f0716f15195e0bc21e30c2aa5773ec,neutral,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,venta
1o0o7g4,1759864357.0,2025,10,stocks,submissions,RDDT,1,a3bfab417cb03eefa785c0819404bcfa44f7c946f879875c08612131750f2297,neutral,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,venta
maawrze,1738373384.0,2025,2,wallstreetbets,comments,ASTS,2,bc62c70b8bbf404e5691e5d289f86da9a8f2d2e9edf2167c91a06beae389a51a,neutral,compra,compra,compra,neutral,compra,3.0,compra,mayoria_3de4,compra,compra
1ifb78q,1738430454.0,2025,2,wallstreetbets,submissions,HOOD,1,0c85e84095c9868569dd130de6a5369a2e96b15efe27d007f35131b909fde8d6,neutral,neutral,compra,neutral,neutral,neutral,3.0,neutral,mayoria_3de4,neutral,neutral
nh549gs,1759298732.0,2025,10,wallstreetbets,comments,RDDT,1,75033fa8beeb1834d7da1195abcf549ce9eef978544540dba703f9a9b029e438,neutral,venta,compra,neutral,neutral,neutral,2.0,neutral,pedro_adjudicacion,neutral,neutral
1img5al,1739219256.0,2025,2,stocks,submissions,HOOD,2,fbd376ccfc71e7c1d0f049cd48e686582e070c42b34dff6ad49095f602eda810,neutral,neutral,compra,neutral,neutral,neutral,3.0,neutral,mayoria_3de4,neutral,neutral
1igyxme,1738614170.0,2025,2,wallstreetbets,submissions,NVDA,1,39f054a4a782ea4c3b1b10539cb11488e895aab34d25f46aca97115cb4beb257,neutral,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,neutral
1o1mdc0,1759955246.0,2025,10,stocks,submissions,AMD,1,fb3edad45c277c4f20de214fcea71ff903afeaccba13155eb09818dd76e5d963,neutral,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
nh4fvdz,1759287246.0,2025,10,wallstreetbets,comments,TSLA,1,e3bb5cd92da6c6d860cec851d8cc6f7d5f1388b7b695fd8cb91fc153f39d3af7,neutral,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,compra,venta
macf4dq,1738396839.0,2025,2,stocks,comments,MSFT,1,a90b39aae317fc20b381f7a5aa49c41e5a18d8b9d32c2392935b117e1493700f,neutral,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
1ii959y,1738759592.0,2025,2,stocks,submissions,PLTR,1,8d201d7dd4cd9215967abb655e35286c85cd5ac3c19ca412d2a63bd4c44e9f41,neutral,neutral,compra,neutral,neutral,neutral,3.0,neutral,mayoria_3de4,neutral,neutral
nh4nnyu,1759290476.0,2025,10,wallstreetbets,comments,TSLA,1,b92adb82e4851353cd1041adbd216489d654ff61dd681ad9c6d8ffa26fa0fda3,neutral,neutral,compra,neutral,neutral,neutral,3.0,neutral,mayoria_3de4,compra,compra
1o0pvi1,1759868063.0,2025,10,stocks,submissions,TSLA,1,48038d284500835f705c33e386c3598a77551551caeab8abed6e9f5c44f4aa15,neutral,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
maapj49,1738370921.0,2025,2,stocks,comments,DJT,1,caabb36ca237dd51498797aa7dab415f869a2ff00d23c4ed06b409a2073ec5e1,neutral,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
maatf2j,1738372231.0,2025,2,wallstreetbets,comments,NVDA,1,976edb2fd0aa2d0aefbaafc93a0031dfcdf29954698bea6386c4778483687759,neutral,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,neutral
nhalh98,1759369905.0,2025,10,stocks,comments,RDDT,1,fe5a0229da5632cc908919cc4d03b34b41275ba981adfe48c19f08de858394cb,neutral,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,compra,compra
maan1oa,1738370097.0,2025,2,stocks,comments,TSLA,1,77f2580cd49700d3ed280e7f140ef7ae6055ab54a5938947e5a4d60c92f9f524,neutral,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,compra
mab1lxu,1738375059.0,2025,2,stocks,comments,AMD,1,22292017a7ec573d4c9869934d77cf32b9b2a1623b0737216bb3d232105cbc63,neutral,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,venta,neutral
maaxgv6,1738373622.0,2025,2,wallstreetbets,comments,AMD,1,79e3d3fd160d977797c191944f47d547a5ba63331e4db2c72ab484b74ec3110d,neutral,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,compra
1igemjd,1738549679.0,2025,2,wallstreetbets,submissions,META,1,82105315b0cb0bdc5f85f6d33b95b2c3bc0c4a4fdbf999dd9fe4c39bcc5ee340,neutral,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
mab5vdy,1738376557.0,2025,2,wallstreetbets,comments,TSLA,1,900622aa4c8e0658b5638f47a8d081ad5c8ee32c029cadf5099f6de7da7655dc,neutral,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,venta
nh58qk3,1759301305.0,2025,10,wallstreetbets,comments,TSLA,1,34b5e37144a5fc454b4e59b03103d7344324a1f4c7c3f433c8a7a4e913e45e83,neutral,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,venta
1nwer5e,1759436316.0,2025,10,wallstreetbets,submissions,DJT,1,723f2bd2f33601832de94bea0d875a5ba37723fe8d6a44b7f8c6cea0fe71c151,neutral,compra,compra,compra,neutral,compra,3.0,compra,mayoria_3de4,compra,compra
1nvq693,1759367232.0,2025,10,stocks,submissions,DKNG,1,c47c2d8de0b1ab4e70bc26b541011bce9177664847d619705809d8108d568658,neutral,neutral,compra,neutral,neutral,neutral,3.0,neutral,mayoria_3de4,neutral,neutral
nh3q0sz,1759277917.0,2025,10,wallstreetbets,comments,GOOGL,2,1cc17a4e17263707b8ace7faf449198d22779c54f33c1f724b3f310992133a26,neutral,venta,venta,venta,neutral,venta,3.0,venta,mayoria_3de4,venta,venta
nh43e79,1759282628.0,2025,10,wallstreetbets,comments,NVDA,1,5c8fa63a6e8c42127db4dfc23fad3272a3cf252eb9ac3ef32dffeec41d25c32a,neutral,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
1nuu0o2,1759278702.0,2025,10,wallstreetbets,submissions,ASTS,1,8d74b7aea719f7052807fd4535195ee85d7293c41cf05a94292fc817016a863f,venta,compra,venta,compra,compra,compra,3.0,compra,mayoria_3de4,compra,compra
1nxdjz7,1759531488.0,2025,10,stocks,submissions,MSFT,1,4995c74e24290ce6fdc53d126011fbe955931da80055746a25cf0bc6eb60451d,venta,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,compra,compra
maf3z4r,1738435976.0,2025,2,stocks,comments,NVDA,1,a0aebcd24dfe4eba6bd7d8cc9df5be17fc62d28e94a7d69f7000038e805cf452,venta,neutral,compra,compra,neutral,neutral,2.0,compra,pedro_adjudicacion,compra,compra
nh76bot,1759331730.0,2025,10,stocks,comments,META,2,411ba7cba73d6e8b0b8c091f081755a380807c4727c39a3d8cbdcfc1740abcb0,venta,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,venta
mad7bso,1738413165.0,2025,2,stocks,comments,MSFT,1,a64c3b58bbd92d279a9a53ab2e2d17bac0cbbf32c470b4e02c0bdc7decbbdd53,venta,neutral,venta,venta,neutral,neutral,2.0,venta,pedro_adjudicacion,compra,compra
nh42jg0,1759282320.0,2025,10,wallstreetbets,comments,NVDA,1,eb8a8e1e7beab91719531982b1cb8dd4b6d75910feef5398054005d202a78e6d,venta,venta,venta,compra,compra,venta,2.0,compra,pedro_adjudicacion,venta,venta
1ihiqni,1738678935.0,2025,2,stocks,submissions,PLTR,1,72910a0432ca4643a8422fdff0eded157621f13df7b3d7889bc64b26c4480c8e,venta,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
1ild3eo,1739101882.0,2025,2,stocks,submissions,NIO,1,e2eca360bfb1a4426709793c01cd06a1dc089c5973a4697599e14e4e1e2696ac,venta,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
maaikul,1738368633.0,2025,2,wallstreetbets,comments,NVDA,1,57e7305316ac17ec7ff1fd0c351f3deaa11bb6f01f56192b72aa8c21c8f50373,venta,venta,compra,venta,neutral,venta,2.0,venta,pedro_adjudicacion,venta,venta
madu35j,1738422056.0,2025,2,stocks,comments,TSLA,1,669854b654a80ccea52bd89ae9436ab6085355359cd2507b1b4813255c2a7eca,venta,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
1if2ukg,1738402416.0,2025,2,stocks,submissions,NVDA,1,61a696c07965c0a51fa91028ae424a77dcce137494d679faf6ba3aee27933490,venta,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,venta
1igv0zh,1738604837.0,2025,2,wallstreetbets,submissions,PLTR,1,5fed3cb592ccf33f480cf5cd009b45ae5190d91517f791105714223b0bc810a7,venta,venta,compra,venta,venta,venta,3.0,venta,mayoria_3de4,venta,compra
mabba3f,1738378476.0,2025,2,wallstreetbets,comments,PLTR,1,4ee19583a91ca416ab14157b39b84da7458b06b6d6b5813e1021dba2a3df50c3,venta,venta,venta,neutral,venta,venta,3.0,venta,mayoria_3de4,venta,venta
1nzl5ex,1759762156.0,2025,10,stocks,submissions,AMD,2,4879c40bc1800c6ca90d0afff3591ca2a4e8c108258330641d6d92c0a533c7d0,venta,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
1nzg6xz,1759749353.0,2025,10,wallstreetbets,submissions,AMD,1,7d4a68fdd9dcd32bd79e7346d5811e20b9b944502537a1c826d32914135dfea5,venta,venta,compra,venta,venta,venta,3.0,venta,mayoria_3de4,compra,compra
1ii1b9t,1738727634.0,2025,2,stocks,submissions,AMD,1,16cb75e7c3052ef4ae01a07ec19fb6149665d51acc190c67cf7d52bb70414c59,venta,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
1ikrtsl,1739033933.0,2025,2,stocks,submissions,TSLA,1,2cb4f516afe1b599f9751ae8c99b83f10ac2513a093690f31419d79b5dfb2a6c,venta,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,venta
nh7l1f2,1759336033.0,2025,10,stocks,comments,RDDT,2,20fcdc40b6c82423e87ee87de0653f7dde1ccd505867850edcbc2c6248f81139,venta,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,venta
1iihlgz,1738781647.0,2025,2,stocks,submissions,NVDA,1,86169f5daa21fe70efcbff61031a3ab98679b1cc40a1d7ffe90643f5238b22a6,venta,neutral,compra,neutral,neutral,neutral,3.0,neutral,mayoria_3de4,compra,compra
1ifn2xl,1738463436.0,2025,2,stocks,submissions,RDDT,1,cad7b72c5b80d6dccb4bbef42b18a1655fc274ae2bbba82904c9dee0a5c07f6d,venta,compra,neutral,compra,compra,compra,3.0,compra,mayoria_3de4,compra,compra
1ik2sdh,1738954978.0,2025,2,stocks,submissions,DJT,1,4360de227c6bab28d674aeeec23f847d8f221478bc4eac6b829021d6e69146f8,venta,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
1nw3my5,1759411316.0,2025,10,wallstreetbets,submissions,TSLA,1,bc39c9488b346f91a29f04c6c5fb7f8ad1e19506a5f43a20845a99a10e46825a,venta,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,compra,compra
1nxx85h,1759592293.0,2025,10,wallstreetbets,submissions,PLTR,1,91a6b046982d6fb5afb1c25de60d298dd533ab6443860c09e707bcdc863775ba,venta,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,venta
nh8nofm,1759347183.0,2025,10,stocks,comments,UNH,1,d0ba370503c555627d3affbb4e7cbff2562b75b776fc8dffe82cd4e849e6c5fa,venta,neutral,venta,neutral,neutral,neutral,3.0,neutral,mayoria_3de4,neutral,compra
1if5ab5,1738412919.0,2025,2,wallstreetbets,submissions,NVDA,1,330a3a8fefa0026fc9bf99eccfc21b4c7f4b5424f13a30b5088478691dbdee5c,venta,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,venta
1nxb5le,1759525471.0,2025,10,wallstreetbets,submissions,ASTS,1,2ee1a6d5f58480eec3956630d2eec024d23702fb47e92160954ed3eb8e2c81f8,venta,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
1nwako6,1759427014.0,2025,10,wallstreetbets,submissions,ASTS,2,6c40b7218ead39ef38c0722be6d28a4512e066644a20dfa0246d4a5c4cf390f2,venta,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
maamhwb,1738369914.0,2025,2,wallstreetbets,comments,DJT,1,c90ab506b41f8f3998ad8ab239dba9332677925b0eb030aedf1806770c2dd510,venta,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,venta
1ifxivk,1738503936.0,2025,2,stocks,submissions,TSLA,1,670feb56831ce423cd81738c9f2f9406d87087a69b6e8bc1c8dbb8a0c46d2a2c,venta,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,compra,venta
nh3sj3z,1759278811.0,2025,10,wallstreetbets,comments,NVDA,1,723c1d9865d2e9c7a25f6d26ce80299249ea92446428118b060e436ff8584a00,venta,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,venta
1ifh8dl,1738446237.0,2025,2,wallstreetbets,submissions,TSLA,1,3f156a36654ca0eaf7b7f9ff7b03d548311ae6109216895005e3253564496451,venta,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,venta
1nzy6q4,1759791350.0,2025,10,stocks,submissions,AMZN,4,98b07b5c9d9fe60d7fe5f5e975e1bc030e11964c97235b8c585c630f42239797,venta,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
1ini26b,1739332094.0,2025,2,stocks,submissions,SMCI,1,f9dd7be7a093e45077f5be191fe9ff0351e8aae3a27685e351b8f6701ccadea5,venta,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
1igrqui,1738596807.0,2025,2,wallstreetbets,submissions,TSLA,1,d666715ed22b8425fa5e493530c58a08f8bb6b88f201f89e67a5375b4cadaf53,venta,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,venta
nh418mw,1759281858.0,2025,10,wallstreetbets,comments,SMCI,1,da14c59a468128840b57648e30db11b6afea657c4454082ce76180c87d7e3b88,venta,neutral,venta,compra,compra,compra,2.0,compra,pedro_adjudicacion,compra,compra
macs1is,1738404502.0,2025,2,stocks,comments,TSLA,1,bf98ba73a457947771432a57b5f235e249e2c6d90db252d71730ca8bdfbb1a57,venta,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,venta
nh4foaa,1759287169.0,2025,10,wallstreetbets,comments,TSLA,1,22a8aabf0073372de9d8532c40840f8e16a3933eb73be5c1a3ecc62e0dfed9f1,venta,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,neutral
1ifx0hz,1738502222.0,2025,2,stocks,submissions,TSLA,1,65e9c78df6a67d6d50fdbdd58a379fedb69493fcff7877e9eab110d4c42853aa,venta,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,venta
mabd9wr,1738379198.0,2025,2,stocks,comments,CLF,1,e08702359fc77f133efaf74158d5fc650c661b658e97e0a2a77eb20d0808e3ed,venta,neutral,neutral,venta,venta,neutral,2.0,venta,pedro_adjudicacion,venta,venta
1il520i,1739070027.0,2025,2,stocks,submissions,AMD,3,a8d0975674f7d90b4193a13fa973e7d51d65afd04b262ce848b92c673a0f84b9,venta,compra,compra,neutral,neutral,compra,2.0,compra,pedro_adjudicacion,compra,neutral
nh9ozeb,1759358347.0,2025,10,stocks,comments,TSLA,1,82f8eb57bf54c9e3168949687d6e95fbe0282ed0c4b3d1bbbb4987be80968a16,venta,venta,venta,compra,compra,venta,2.0,compra,pedro_adjudicacion,venta,venta
1in3m01,1739293842.0,2025,2,stocks,submissions,TSLA,1,35aec5e249d197f2317f433d553a276f803091b10a2593963d7103b29ccd2e5d,venta,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,venta
mabdgla,1738379267.0,2025,2,wallstreetbets,comments,NVDA,1,e9903ef135bae26f7e713af0bd241804c33cf4a3876b8ca4dc14affe89616c27,venta,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
1o0pstq,1759867890.0,2025,10,stocks,submissions,AMD,1,691da8ffbfc5f48d29c729e79c6a8ca2d8767818772331fe18b63e2012c945a5,venta,neutral,neutral,venta,venta,neutral,2.0,venta,pedro_adjudicacion,compra,compra
1iiawvw,1738765006.0,2025,2,stocks,submissions,AMD,1,5201adbb6bd4c6ceebb8e1772533d74fe1e67b0ea6f4968056c74b43d7819abb,venta,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
1nvi1u3,1759347148.0,2025,10,wallstreetbets,submissions,AMD,2,8718d065ace6f69f5029e26d18ccc374604a955bfa5424f3bbf7da56dca1e373,venta,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,venta
nh4w5pb,1759294410.0,2025,10,wallstreetbets,comments,AMZN,1,728118506d6f582ed478a6259e37a9a47b5405fb066e0929b12e94a27888f381,venta,venta,venta,venta,neutral,venta,3.0,venta,mayoria_3de4,venta,venta
1skkga0,1776106904.0,2026,4,stocks,submissions,ASTS,1,6aa8194ebe28b3816e578f32a3c42b9329662a5f82666869a12e09ed322c6955,compra,neutral,compra,neutral,neutral,neutral,3.0,neutral,mayoria_3de4,compra,compra
1s9yyjx,1775081045.0,2026,4,wallstreetbets,submissions,GOOGL,1,6a8ccf02251aa03d5c32967dd78c525f1dc3ced1146143da75538678bb1d5600,compra,venta,venta,venta,compra,venta,3.0,venta,mayoria_3de4,venta,venta
1sdgo22,1775427016.0,2026,4,stocks,submissions,META,1,ab386572a67162f58884e46a6c73dc5e1e4851cb2bdea673fb64c1993f243cf0,compra,neutral,compra,neutral,neutral,neutral,3.0,neutral,mayoria_3de4,neutral,neutral
